#Latitude, Longitude, Value
   90.000    0.000 2.5531724548e+02
   90.000    6.000 2.5531724548e+02
   90.000   12.000 2.5531724548e+02
   90.000   18.000 2.5531724548e+02
   90.000   24.000 2.5531724548e+02
   90.000   30.000 2.5531724548e+02
   90.000   36.000 2.5531724548e+02
   90.000   42.000 2.5531724548e+02
   90.000   48.000 2.5531724548e+02
   90.000   54.000 2.5531724548e+02
   90.000   60.000 2.5531724548e+02
   90.000   66.000 2.5531724548e+02
   90.000   72.000 2.5531724548e+02
   90.000   78.000 2.5531724548e+02
   90.000   84.000 2.5531724548e+02
   90.000   90.000 2.5531724548e+02
   90.000   96.000 2.5531724548e+02
   90.000  102.000 2.5531724548e+02
   90.000  108.000 2.5531724548e+02
   90.000  114.000 2.5531724548e+02
   90.000  120.000 2.5531724548e+02
   90.000  126.000 2.5531724548e+02
   90.000  132.000 2.5531724548e+02
   90.000  138.000 2.5531724548e+02
   90.000  144.000 2.5531724548e+02
   90.000  150.000 2.5531724548e+02
   90.000  156.000 2.5531724548e+02
   90.000  162.000 2.5531724548e+02
   90.000  168.000 2.5531724548e+02
   90.000  174.000 2.5531724548e+02
   90.000  180.000 2.5531724548e+02
   90.000  186.000 2.5531724548e+02
   90.000  192.000 2.5531724548e+02
   90.000  198.000 2.5531724548e+02
   90.000  204.000 2.5531724548e+02
   90.000  210.000 2.5531724548e+02
   90.000  216.000 2.5531724548e+02
   90.000  222.000 2.5531724548e+02
   90.000  228.000 2.5531724548e+02
   90.000  234.000 2.5531724548e+02
   90.000  240.000 2.5531724548e+02
   90.000  246.000 2.5531724548e+02
   90.000  252.000 2.5531724548e+02
   90.000  258.000 2.5531724548e+02
   90.000  264.000 2.5531724548e+02
   90.000  270.000 2.5531724548e+02
   90.000  276.000 2.5531724548e+02
   90.000  282.000 2.5531724548e+02
   90.000  288.000 2.5531724548e+02
   90.000  294.000 2.5531724548e+02
   90.000  300.000 2.5531724548e+02
   90.000  306.000 2.5531724548e+02
   90.000  312.000 2.5531724548e+02
   90.000  318.000 2.5531724548e+02
   90.000  324.000 2.5531724548e+02
   90.000  330.000 2.5531724548e+02
   90.000  336.000 2.5531724548e+02
   90.000  342.000 2.5531724548e+02
   90.000  348.000 2.5531724548e+02
   90.000  354.000 2.5531724548e+02
   84.000    0.000 2.5543247986e+02
   84.000    6.000 2.5586216736e+02
   84.000   12.000 2.5630455017e+02
   84.000   18.000 2.5674107361e+02
   84.000   24.000 2.5716099548e+02
   84.000   30.000 2.5756236267e+02
   84.000   36.000 2.5795884705e+02
   84.000   42.000 2.5837388611e+02
   84.000   48.000 2.5883872986e+02
   84.000   54.000 2.5937974548e+02
   84.000   60.000 2.6000865173e+02
   84.000   66.000 2.6070982361e+02
   84.000   72.000 2.6143540955e+02
   84.000   78.000 2.6211509705e+02
   84.000   84.000 2.6266783142e+02
   84.000   90.000 2.6302622986e+02
   84.000   96.000 2.6314830017e+02
   84.000  102.000 2.6302720642e+02
   84.000  108.000 2.6268931580e+02
   84.000  114.000 2.6218540955e+02
   84.000  120.000 2.6157994080e+02
   84.000  126.000 2.6093638611e+02
   84.000  132.000 2.6030552673e+02
   84.000  138.000 2.5971958923e+02
   84.000  144.000 2.5918931580e+02
   84.000  150.000 2.5870982361e+02
   84.000  156.000 2.5827037048e+02
   84.000  162.000 2.5785923767e+02
   84.000  168.000 2.5747642517e+02
   84.000  174.000 2.5712681580e+02
   84.000  180.000 2.5682408142e+02
   84.000  186.000 2.5657505798e+02
   84.000  192.000 2.5637974548e+02
   84.000  198.000 2.5622447205e+02
   84.000  204.000 2.5608287048e+02
   84.000  210.000 2.5592271423e+02
   84.000  216.000 2.5571177673e+02
   84.000  222.000 2.5542662048e+02
   84.000  228.000 2.5506138611e+02
   84.000  234.000 2.5462583923e+02
   84.000  240.000 2.5414634705e+02
   84.000  246.000 2.5365904236e+02
   84.000  252.000 2.5320298767e+02
   84.000  258.000 2.5281333923e+02
   84.000  264.000 2.5251646423e+02
   84.000  270.000 2.5232994080e+02
   84.000  276.000 2.5225865173e+02
   84.000  282.000 2.5229966736e+02
   84.000  288.000 2.5243931580e+02
   84.000  294.000 2.5265318298e+02
   84.000  300.000 2.5291099548e+02
   84.000  306.000 2.5317857361e+02
   84.000  312.000 2.5342955017e+02
   84.000  318.000 2.5364732361e+02
   84.000  324.000 2.5383287048e+02
   84.000  330.000 2.5400474548e+02
   84.000  336.000 2.5418833923e+02
   84.000  342.000 2.5441197205e+02
   84.000  348.000 2.5469322205e+02
   84.000  354.000 2.5503697205e+02
   78.000    0.000 2.5249400330e+02
   78.000    6.000 2.5300474548e+02
   78.000   12.000 2.5334849548e+02
   78.000   18.000 2.5351158142e+02
   78.000   24.000 2.5352330017e+02
   78.000   30.000 2.5341294861e+02
   78.000   36.000 2.5320494080e+02
   78.000   42.000 2.5296177673e+02
   78.000   48.000 2.5283872986e+02
   78.000   54.000 2.5305943298e+02
   78.000   60.000 2.5383091736e+02
   78.000   66.000 2.5520396423e+02
   78.000   72.000 2.5701353455e+02
   78.000   78.000 2.5891587830e+02
   78.000   84.000 2.6053111267e+02
   78.000   90.000 2.6159556580e+02
   78.000   96.000 2.6202037048e+02
   78.000  102.000 2.6186314392e+02
   78.000  108.000 2.6124205017e+02
   78.000  114.000 2.6029087830e+02
   78.000  120.000 2.5915904236e+02
   78.000  126.000 2.5801451111e+02
   78.000  132.000 2.5701158142e+02
   78.000  138.000 2.5623521423e+02
   78.000  144.000 2.5566490173e+02
   78.000  150.000 2.5519712830e+02
   78.000  156.000 2.5471372986e+02
   78.000  162.000 2.5415513611e+02
   78.000  168.000 2.5355552673e+02
   78.000  174.000 2.5303501892e+02
   78.000  180.000 2.5274595642e+02
   78.000  186.000 2.5280259705e+02
   78.000  192.000 2.5322935486e+02
   78.000  198.000 2.5394322205e+02
   78.000  204.000 2.5477525330e+02
   78.000  210.000 2.5551841736e+02
   78.000  216.000 2.5598033142e+02
   78.000  222.000 2.5602915955e+02
   78.000  228.000 2.5562876892e+02
   78.000  234.000 2.5483775330e+02
   78.000  240.000 2.5378697205e+02
   78.000  246.000 2.5264732361e+02
   78.000  252.000 2.5159458923e+02
   78.000  258.000 2.5076841736e+02
   78.000  264.000 2.5023521423e+02
   78.000  270.000 2.4998814392e+02
   78.000  276.000 2.4998130798e+02
   78.000  282.000 2.5017564392e+02
   78.000  288.000 2.5054673767e+02
   78.000  294.000 2.5104771423e+02
   78.000  300.000 2.5157896423e+02
   78.000  306.000 2.5200474548e+02
   78.000  312.000 2.5221080017e+02
   78.000  318.000 2.5215318298e+02
   78.000  324.000 2.5187974548e+02
   78.000  330.000 2.5151841736e+02
   78.000  336.000 2.5123814392e+02
   78.000  342.000 2.5118638611e+02
   78.000  348.000 2.5143052673e+02
   78.000  354.000 2.5191587830e+02
   72.000    0.000 2.6095396423e+02
   72.000    6.000 2.6124888611e+02
   72.000   12.000 2.6067271423e+02
   72.000   18.000 2.5969224548e+02
   72.000   24.000 2.5887974548e+02
   72.000   30.000 2.5846763611e+02
   72.000   36.000 2.5823716736e+02
